TRINITY_DN1024_c0_g1::TRINITY_DN1024_c0_g1_i1::g.1609::m.1609	ee970e235eb981779fc283e0021ec9d1	144	MobiDBLite	mobidb-lite	consensus disorder prediction	1	48	-	T	03-12-2019
TRINITY_DN1024_c0_g1::TRINITY_DN1024_c0_g1_i1::g.1609::m.1609	ee970e235eb981779fc283e0021ec9d1	144	Pfam	PF00629	MAM domain, meprin/A5/mu	56	143	1.0E-24	T	03-12-2019	IPR000998	MAM domain
TRINITY_DN1024_c0_g1::TRINITY_DN1024_c0_g1_i1::g.1609::m.1609	ee970e235eb981779fc283e0021ec9d1	144	ProSitePatterns	PS00740	MAM domain signature.	99	139	-	T	03-12-2019	IPR000998	MAM domain
TRINITY_DN1024_c0_g1::TRINITY_DN1024_c0_g1_i1::g.1609::m.1609	ee970e235eb981779fc283e0021ec9d1	144	Gene3D	G3DSA:2.60.120.200		39	144	4.4E-26	T	03-12-2019
TRINITY_DN1024_c0_g1::TRINITY_DN1024_c0_g1_i1::g.1609::m.1609	ee970e235eb981779fc283e0021ec9d1	144	CDD	cd06263	MAM	56	144	8.0153E-27	T	03-12-2019	IPR000998	MAM domain
TRINITY_DN1024_c0_g1::TRINITY_DN1024_c0_g1_i1::g.1609::m.1609	ee970e235eb981779fc283e0021ec9d1	144	SUPERFAMILY	SSF49899		53	143	1.9E-23	T	03-12-2019	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
TRINITY_DN10012_c0_g1::TRINITY_DN10012_c0_g1_i1::g.5079::m.5079	27143a2ad7f69a7b15d3f3f4658941ae	280	SMART	SM00504		207	270	3.1E-20	T	03-12-2019	IPR003613	U box domain
TRINITY_DN10012_c0_g1::TRINITY_DN10012_c0_g1_i1::g.5079::m.5079	27143a2ad7f69a7b15d3f3f4658941ae	280	Pfam	PF10408	Ubiquitin elongating factor core	1	188	6.8E-76	T	03-12-2019	IPR019474	Ubiquitin conjugation factor E4, core
TRINITY_DN10012_c0_g1::TRINITY_DN10012_c0_g1_i1::g.5079::m.5079	27143a2ad7f69a7b15d3f3f4658941ae	280	CDD	cd16658	RING-Ubox_UBE4B	200	275	1.17625E-40	T	03-12-2019
TRINITY_DN10012_c0_g1::TRINITY_DN10012_c0_g1_i1::g.5079::m.5079	27143a2ad7f69a7b15d3f3f4658941ae	280	Gene3D	G3DSA:3.30.40.10		203	279	2.1E-24	T	03-12-2019	IPR013083	Zinc finger, RING/FYVE/PHD-type
TRINITY_DN10012_c0_g1::TRINITY_DN10012_c0_g1_i1::g.5079::m.5079	27143a2ad7f69a7b15d3f3f4658941ae	280	ProSiteProfiles	PS51698	U-box domain profile.	203	277	25.504	T	03-12-2019	IPR003613	U box domain
TRINITY_DN10012_c0_g1::TRINITY_DN10012_c0_g1_i1::g.5079::m.5079	27143a2ad7f69a7b15d3f3f4658941ae	280	Pfam	PF04564	U-box domain	204	275	5.9E-28	T	03-12-2019	IPR003613	U box domain
TRINITY_DN10012_c0_g1::TRINITY_DN10012_c0_g1_i1::g.5079::m.5079	27143a2ad7f69a7b15d3f3f4658941ae	280	SUPERFAMILY	SSF57850		194	276	3.44E-25	T	03-12-2019
TRINITY_DN10196_c0_g1::TRINITY_DN10196_c0_g1_i1::g.5116::m.5116	4f617040e78df5f938750c2db345f740	106	SMART	SM00320		19	59	1.5E-5	T	03-12-2019	IPR001680	WD40 repeat
TRINITY_DN10196_c0_g1::TRINITY_DN10196_c0_g1_i1::g.5116::m.5116	4f617040e78df5f938750c2db345f740	106	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	26	68	9.773	T	03-12-2019	IPR001680	WD40 repeat
TRINITY_DN10196_c0_g1::TRINITY_DN10196_c0_g1_i1::g.5116::m.5116	4f617040e78df5f938750c2db345f740	106	ProSitePatterns	PS00678	Trp-Asp (WD) repeats signature.	46	60	-	T	03-12-2019	IPR019775	WD40 repeat, conserved site
TRINITY_DN10196_c0_g1::TRINITY_DN10196_c0_g1_i1::g.5116::m.5116	4f617040e78df5f938750c2db345f740	106	SUPERFAMILY	SSF50978		10	100	2.0E-11	T	03-12-2019	IPR036322	WD40-repeat-containing domain superfamily
TRINITY_DN10196_c0_g1::TRINITY_DN10196_c0_g1_i1::g.5116::m.5116	4f617040e78df5f938750c2db345f740	106	Gene3D	G3DSA:2.130.10.10		1	106	7.1E-14	T	03-12-2019	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
TRINITY_DN10196_c0_g1::TRINITY_DN10196_c0_g1_i1::g.5116::m.5116	4f617040e78df5f938750c2db345f740	106	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	26	68	9.573	T	03-12-2019	IPR017986	WD40-repeat-containing domain
TRINITY_DN10308_c0_g1::TRINITY_DN10308_c0_g1_i1::g.5199::m.5199	f87d7f8167d720e48fad516cab412b6e	105	MobiDBLite	mobidb-lite	consensus disorder prediction	76	105	-	T	03-12-2019
TRINITY_DN10308_c0_g1::TRINITY_DN10308_c0_g1_i1::g.5199::m.5199	f87d7f8167d720e48fad516cab412b6e	105	MobiDBLite	mobidb-lite	consensus disorder prediction	1	28	-	T	03-12-2019
TRINITY_DN10308_c0_g1::TRINITY_DN10308_c0_g1_i1::g.5199::m.5199	f87d7f8167d720e48fad516cab412b6e	105	MobiDBLite	mobidb-lite	consensus disorder prediction	1	18	-	T	03-12-2019
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	ProSiteProfiles	PS50297	Ankyrin repeat region circular profile.	8	139	40.77	T	03-12-2019	IPR020683	Ankyrin repeat-containing domain
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	CDD	cd00204	ANK	8	128	1.30933E-34	T	03-12-2019	IPR020683	Ankyrin repeat-containing domain
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	SUPERFAMILY	SSF48403		8	160	3.54E-43	T	03-12-2019	IPR036770	Ankyrin repeat-containing domain superfamily
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	Gene3D	G3DSA:1.25.40.20		2	108	2.0E-31	T	03-12-2019	IPR036770	Ankyrin repeat-containing domain superfamily
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	Gene3D	G3DSA:1.25.40.960		109	169	1.0E-13	T	03-12-2019
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	Pfam	PF12796	Ankyrin repeats (3 copies)	107	160	1.3E-10	T	03-12-2019	IPR020683	Ankyrin repeat-containing domain
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	Pfam	PF12796	Ankyrin repeats (3 copies)	14	105	2.0E-16	T	03-12-2019	IPR020683	Ankyrin repeat-containing domain
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	ProSiteProfiles	PS50088	Ankyrin repeat profile.	41	73	9.458	T	03-12-2019	IPR002110	Ankyrin repeat
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	ProSiteProfiles	PS50088	Ankyrin repeat profile.	107	139	13.09	T	03-12-2019	IPR002110	Ankyrin repeat
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	SMART	SM00248		139	168	170.0	T	03-12-2019	IPR002110	Ankyrin repeat
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	SMART	SM00248		41	70	10.0	T	03-12-2019	IPR002110	Ankyrin repeat
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	SMART	SM00248		74	103	0.0097	T	03-12-2019	IPR002110	Ankyrin repeat
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	SMART	SM00248		107	136	1.2E-5	T	03-12-2019	IPR002110	Ankyrin repeat
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	SMART	SM00248		8	37	5.0E-4	T	03-12-2019	IPR002110	Ankyrin repeat
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	ProSiteProfiles	PS50088	Ankyrin repeat profile.	74	106	11.942	T	03-12-2019	IPR002110	Ankyrin repeat
TRINITY_DN10293_c0_g1::TRINITY_DN10293_c0_g1_i1::g.5157::m.5157	9326150233c99ca8ad1efe6e115440e9	183	ProSiteProfiles	PS50088	Ankyrin repeat profile.	8	40	10.766	T	03-12-2019	IPR002110	Ankyrin repeat
TRINITY_DN10188_c0_g1::TRINITY_DN10188_c0_g1_i1::g.5120::m.5120	a0b34a7fdcb9816334087df5822878f7	102	CDD	cd00063	FN3	6	74	4.9331E-6	T	03-12-2019	IPR003961	Fibronectin type III
TRINITY_DN10188_c0_g1::TRINITY_DN10188_c0_g1_i1::g.5120::m.5120	a0b34a7fdcb9816334087df5822878f7	102	Gene3D	G3DSA:2.60.40.10		2	98	8.4E-10	T	03-12-2019	IPR013783	Immunoglobulin-like fold
TRINITY_DN10188_c0_g1::TRINITY_DN10188_c0_g1_i1::g.5120::m.5120	a0b34a7fdcb9816334087df5822878f7	102	SUPERFAMILY	SSF49265		4	81	2.83E-11	T	03-12-2019	IPR036116	Fibronectin type III superfamily
TRINITY_DN10188_c0_g1::TRINITY_DN10188_c0_g1_i1::g.5120::m.5120	a0b34a7fdcb9816334087df5822878f7	102	Pfam	PF00041	Fibronectin type III domain	4	74	1.8E-7	T	03-12-2019	IPR003961	Fibronectin type III
TRINITY_DN10188_c0_g1::TRINITY_DN10188_c0_g1_i1::g.5120::m.5120	a0b34a7fdcb9816334087df5822878f7	102	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	1	92	12.75	T	03-12-2019	IPR003961	Fibronectin type III
TRINITY_DN100_c0_g1::TRINITY_DN100_c0_g1_i1::g.346::m.346	060695a71ccaa492b662e9b0233067b5	241	Pfam	PF00189	Ribosomal protein S3, C-terminal domain	109	191	4.3E-22	T	03-12-2019	IPR001351	Ribosomal protein S3, C-terminal
TRINITY_DN100_c0_g1::TRINITY_DN100_c0_g1_i1::g.346::m.346	060695a71ccaa492b662e9b0233067b5	241	SUPERFAMILY	SSF54821		97	195	9.29E-27	T	03-12-2019	IPR036419	Ribosomal protein S3, C-terminal domain superfamily
TRINITY_DN100_c0_g1::TRINITY_DN100_c0_g1_i1::g.346::m.346	060695a71ccaa492b662e9b0233067b5	241	Gene3D	G3DSA:3.30.1140.32		96	224	1.0E-69	T	03-12-2019	IPR036419	Ribosomal protein S3, C-terminal domain superfamily
TRINITY_DN100_c0_g1::TRINITY_DN100_c0_g1_i1::g.346::m.346	060695a71ccaa492b662e9b0233067b5	241	SUPERFAMILY	SSF54814		13	102	1.92E-25	T	03-12-2019	IPR009019	K homology domain superfamily, prokaryotic type
TRINITY_DN100_c0_g1::TRINITY_DN100_c0_g1_i1::g.346::m.346	060695a71ccaa492b662e9b0233067b5	241	Gene3D	G3DSA:3.30.300.20		4	95	1.1E-47	T	03-12-2019	IPR015946	K homology domain-like, alpha/beta
TRINITY_DN100_c0_g1::TRINITY_DN100_c0_g1_i1::g.346::m.346	060695a71ccaa492b662e9b0233067b5	241	MobiDBLite	mobidb-lite	consensus disorder prediction	198	241	-	T	03-12-2019
TRINITY_DN100_c0_g1::TRINITY_DN100_c0_g1_i1::g.346::m.346	060695a71ccaa492b662e9b0233067b5	241	TIGRFAM	TIGR01008	uS3_euk_arch: ribosomal protein uS3	11	215	4.2E-71	T	03-12-2019	IPR005703	Ribosomal protein S3, eukaryotic/archaeal
TRINITY_DN100_c0_g1::TRINITY_DN100_c0_g1_i1::g.346::m.346	060695a71ccaa492b662e9b0233067b5	241	ProSiteProfiles	PS50823	Type-2 KH domain profile.	24	95	11.916	T	03-12-2019	IPR004044	K Homology domain, type 2
TRINITY_DN100_c0_g1::TRINITY_DN100_c0_g1_i1::g.346::m.346	060695a71ccaa492b662e9b0233067b5	241	Pfam	PF07650	KH domain	23	96	4.3E-11	T	03-12-2019	IPR004044	K Homology domain, type 2
TRINITY_DN100_c0_g1::TRINITY_DN100_c0_g1_i1::g.346::m.346	060695a71ccaa492b662e9b0233067b5	241	CDD	cd02413	40S_S3_KH	18	98	5.50748E-51	T	03-12-2019
TRINITY_DN10026_c0_g1::TRINITY_DN10026_c0_g1_i1::g.5094::m.5094	f33d72a7245d63b48a321c6e35e5448c	99	Pfam	PF00092	von Willebrand factor type A domain	58	99	2.8E-9	T	03-12-2019	IPR002035	von Willebrand factor, type A
TRINITY_DN10026_c0_g1::TRINITY_DN10026_c0_g1_i1::g.5094::m.5094	f33d72a7245d63b48a321c6e35e5448c	99	ProSiteProfiles	PS51465	Kazal domain profile.	1	52	11.016	T	03-12-2019	IPR002350	Kazal domain
TRINITY_DN10026_c0_g1::TRINITY_DN10026_c0_g1_i1::g.5094::m.5094	f33d72a7245d63b48a321c6e35e5448c	99	ProSiteProfiles	PS50234	VWFA domain profile.	58	99	11.221	T	03-12-2019	IPR002035	von Willebrand factor, type A
TRINITY_DN10026_c0_g1::TRINITY_DN10026_c0_g1_i1::g.5094::m.5094	f33d72a7245d63b48a321c6e35e5448c	99	SUPERFAMILY	SSF53300		43	99	1.08E-14	T	03-12-2019	IPR036465	von Willebrand factor A-like domain superfamily
TRINITY_DN10026_c0_g1::TRINITY_DN10026_c0_g1_i1::g.5094::m.5094	f33d72a7245d63b48a321c6e35e5448c	99	CDD	cd01450	vWFA_subfamily_ECM	57	99	3.78219E-14	T	03-12-2019
TRINITY_DN10026_c0_g1::TRINITY_DN10026_c0_g1_i1::g.5094::m.5094	f33d72a7245d63b48a321c6e35e5448c	99	Gene3D	G3DSA:3.40.50.410		49	99	4.3E-14	T	03-12-2019	IPR036465	von Willebrand factor A-like domain superfamily
TRINITY_DN10026_c0_g1::TRINITY_DN10026_c0_g1_i1::g.5094::m.5094	f33d72a7245d63b48a321c6e35e5448c	99	CDD	cd00104	KAZAL_FS	16	51	2.71019E-8	T	03-12-2019
TRINITY_DN10026_c0_g1::TRINITY_DN10026_c0_g1_i1::g.5094::m.5094	f33d72a7245d63b48a321c6e35e5448c	99	SUPERFAMILY	SSF100895		3	52	3.67E-11	T	03-12-2019	IPR036058	Kazal domain superfamily
TRINITY_DN10026_c0_g1::TRINITY_DN10026_c0_g1_i1::g.5094::m.5094	f33d72a7245d63b48a321c6e35e5448c	99	Pfam	PF07648	Kazal-type serine protease inhibitor domain	5	51	4.7E-8	T	03-12-2019	IPR002350	Kazal domain
TRINITY_DN10026_c0_g1::TRINITY_DN10026_c0_g1_i1::g.5094::m.5094	f33d72a7245d63b48a321c6e35e5448c	99	Gene3D	G3DSA:3.30.60.30		16	48	5.2E-13	T	03-12-2019
TRINITY_DN10026_c0_g1::TRINITY_DN10026_c0_g1_i1::g.5094::m.5094	f33d72a7245d63b48a321c6e35e5448c	99	SMART	SM00280		4	51	1.9E-12	T	03-12-2019	IPR002350	Kazal domain
TRINITY_DN1000_c0_g2::TRINITY_DN1000_c0_g2_i1::g.1659::m.1659	2328d185552d4fa31529d23006878587	131	Coils	Coil		109	129	-	T	03-12-2019
TRINITY_DN1000_c0_g2::TRINITY_DN1000_c0_g2_i1::g.1659::m.1659	2328d185552d4fa31529d23006878587	131	MobiDBLite	mobidb-lite	consensus disorder prediction	83	97	-	T	03-12-2019
TRINITY_DN1000_c0_g2::TRINITY_DN1000_c0_g2_i1::g.1659::m.1659	2328d185552d4fa31529d23006878587	131	MobiDBLite	mobidb-lite	consensus disorder prediction	23	39	-	T	03-12-2019
TRINITY_DN1000_c0_g2::TRINITY_DN1000_c0_g2_i1::g.1659::m.1659	2328d185552d4fa31529d23006878587	131	MobiDBLite	mobidb-lite	consensus disorder prediction	62	82	-	T	03-12-2019
TRINITY_DN1000_c0_g2::TRINITY_DN1000_c0_g2_i1::g.1659::m.1659	2328d185552d4fa31529d23006878587	131	MobiDBLite	mobidb-lite	consensus disorder prediction	98	114	-	T	03-12-2019
TRINITY_DN1000_c0_g2::TRINITY_DN1000_c0_g2_i1::g.1659::m.1659	2328d185552d4fa31529d23006878587	131	MobiDBLite	mobidb-lite	consensus disorder prediction	1	131	-	T	03-12-2019
TRINITY_DN10113_c0_g1::TRINITY_DN10113_c0_g1_i1::g.5137::m.5137	2be600347d1e2cce1a240b7972d8b8f6	117	Gene3D	G3DSA:2.130.10.10		1	66	4.6E-15	T	03-12-2019	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
TRINITY_DN10113_c0_g1::TRINITY_DN10113_c0_g1_i1::g.5137::m.5137	2be600347d1e2cce1a240b7972d8b8f6	117	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	1	26	9.472	T	03-12-2019	IPR001680	WD40 repeat
TRINITY_DN10113_c0_g1::TRINITY_DN10113_c0_g1_i1::g.5137::m.5137	2be600347d1e2cce1a240b7972d8b8f6	117	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	1	117	13.896	T	03-12-2019	IPR017986	WD40-repeat-containing domain
TRINITY_DN10113_c0_g1::TRINITY_DN10113_c0_g1_i1::g.5137::m.5137	2be600347d1e2cce1a240b7972d8b8f6	117	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	71	112	11.11	T	03-12-2019	IPR001680	WD40 repeat
TRINITY_DN10113_c0_g1::TRINITY_DN10113_c0_g1_i1::g.5137::m.5137	2be600347d1e2cce1a240b7972d8b8f6	117	SUPERFAMILY	SSF50978		2	111	6.72E-17	T	03-12-2019	IPR036322	WD40-repeat-containing domain superfamily
TRINITY_DN10113_c0_g1::TRINITY_DN10113_c0_g1_i1::g.5137::m.5137	2be600347d1e2cce1a240b7972d8b8f6	117	SMART	SM00320		64	103	0.0011	T	03-12-2019	IPR001680	WD40 repeat
TRINITY_DN10113_c0_g1::TRINITY_DN10113_c0_g1_i1::g.5137::m.5137	2be600347d1e2cce1a240b7972d8b8f6	117	Gene3D	G3DSA:2.130.10.10		67	117	6.3E-8	T	03-12-2019	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
TRINITY_DN10113_c0_g1::TRINITY_DN10113_c0_g1_i1::g.5137::m.5137	2be600347d1e2cce1a240b7972d8b8f6	117	Pfam	PF00400	WD domain, G-beta repeat	67	103	0.16	T	03-12-2019	IPR001680	WD40 repeat
TRINITY_DN10113_c0_g1::TRINITY_DN10113_c0_g1_i1::g.5137::m.5137	2be600347d1e2cce1a240b7972d8b8f6	117	Pfam	PF00400	WD domain, G-beta repeat	3	17	0.19	T	03-12-2019	IPR001680	WD40 repeat
TRINITY_DN10128_c0_g1::TRINITY_DN10128_c0_g1_i1::g.5117::m.5117	399f8d80c5593ec02fdd4839622ad96a	151	Gene3D	G3DSA:3.40.30.10		1	43	4.7E-7	T	03-12-2019
TRINITY_DN10128_c0_g1::TRINITY_DN10128_c0_g1_i1::g.5117::m.5117	399f8d80c5593ec02fdd4839622ad96a	151	ProSiteProfiles	PS50404	Soluble glutathione S-transferase N-terminal domain profile.	1	44	11.332	T	03-12-2019	IPR004045	Glutathione S-transferase, N-terminal
TRINITY_DN10128_c0_g1::TRINITY_DN10128_c0_g1_i1::g.5117::m.5117	399f8d80c5593ec02fdd4839622ad96a	151	Gene3D	G3DSA:1.20.1050.10		46	151	3.0E-9	T	03-12-2019
TRINITY_DN10128_c0_g1::TRINITY_DN10128_c0_g1_i1::g.5117::m.5117	399f8d80c5593ec02fdd4839622ad96a	151	SUPERFAMILY	SSF52833		6	41	1.12E-7	T	03-12-2019	IPR036249	Thioredoxin-like superfamily
TRINITY_DN10128_c0_g1::TRINITY_DN10128_c0_g1_i1::g.5117::m.5117	399f8d80c5593ec02fdd4839622ad96a	151	ProSiteProfiles	PS50405	Soluble glutathione S-transferase C-terminal domain profile.	49	151	10.357	T	03-12-2019	IPR010987	Glutathione S-transferase, C-terminal-like
TRINITY_DN10128_c0_g1::TRINITY_DN10128_c0_g1_i1::g.5117::m.5117	399f8d80c5593ec02fdd4839622ad96a	151	Pfam	PF13417	Glutathione S-transferase, N-terminal domain	10	41	4.2E-5	T	03-12-2019	IPR004045	Glutathione S-transferase, N-terminal
TRINITY_DN10128_c0_g1::TRINITY_DN10128_c0_g1_i1::g.5117::m.5117	399f8d80c5593ec02fdd4839622ad96a	151	SUPERFAMILY	SSF47616		35	151	9.36E-11	T	03-12-2019	IPR036282	Glutathione S-transferase, C-terminal domain superfamily
TRINITY_DN1032_c0_g1::TRINITY_DN1032_c0_g1_i1::g.1656::m.1656	835f01027dba17a839897629879f0aae	128	SMART	SM00657		10	127	1.1E-56	T	03-12-2019	IPR006590	RNA polymerase Rpb4/RPC9, core
TRINITY_DN1032_c0_g1::TRINITY_DN1032_c0_g1_i1::g.1656::m.1656	835f01027dba17a839897629879f0aae	128	Pfam	PF03874	RNA polymerase Rpb4	18	123	7.2E-27	T	03-12-2019	IPR005574	RNA polymerase subunit RPB4/RPC9
TRINITY_DN1032_c0_g1::TRINITY_DN1032_c0_g1_i1::g.1656::m.1656	835f01027dba17a839897629879f0aae	128	Coils	Coil		26	46	-	T	03-12-2019
TRINITY_DN1032_c0_g1::TRINITY_DN1032_c0_g1_i1::g.1656::m.1656	835f01027dba17a839897629879f0aae	128	SUPERFAMILY	SSF47819		1	126	8.28E-43	T	03-12-2019	IPR010997	HRDC-like superfamily
TRINITY_DN1032_c0_g1::TRINITY_DN1032_c0_g1_i1::g.1656::m.1656	835f01027dba17a839897629879f0aae	128	Gene3D	G3DSA:1.20.1250.40		1	128	2.2E-48	T	03-12-2019	IPR038324	Rpb4/RPC9 superfamily
TRINITY_DN10263_c0_g1::TRINITY_DN10263_c0_g1_i1::g.5153::m.5153	81c9335a7d8d55378cf50971989ae3ef	120	CDD	cd01769	UBL	24	89	2.34189E-15	T	03-12-2019
TRINITY_DN10263_c0_g1::TRINITY_DN10263_c0_g1_i1::g.5153::m.5153	81c9335a7d8d55378cf50971989ae3ef	120	PRINTS	PR00348	Ubiquitin signature	31	51	3.5E-6	T	03-12-2019	IPR019956	Ubiquitin
TRINITY_DN10263_c0_g1::TRINITY_DN10263_c0_g1_i1::g.5153::m.5153	81c9335a7d8d55378cf50971989ae3ef	120	PRINTS	PR00348	Ubiquitin signature	73	94	3.5E-6	T	03-12-2019	IPR019956	Ubiquitin
TRINITY_DN10263_c0_g1::TRINITY_DN10263_c0_g1_i1::g.5153::m.5153	81c9335a7d8d55378cf50971989ae3ef	120	PRINTS	PR00348	Ubiquitin signature	52	72	3.5E-6	T	03-12-2019	IPR019956	Ubiquitin
TRINITY_DN10263_c0_g1::TRINITY_DN10263_c0_g1_i1::g.5153::m.5153	81c9335a7d8d55378cf50971989ae3ef	120	Gene3D	G3DSA:3.10.20.90		19	100	2.2E-21	T	03-12-2019
TRINITY_DN10263_c0_g1::TRINITY_DN10263_c0_g1_i1::g.5153::m.5153	81c9335a7d8d55378cf50971989ae3ef	120	ProSiteProfiles	PS50053	Ubiquitin domain profile.	21	96	21.241	T	03-12-2019	IPR000626	Ubiquitin domain
TRINITY_DN10263_c0_g1::TRINITY_DN10263_c0_g1_i1::g.5153::m.5153	81c9335a7d8d55378cf50971989ae3ef	120	SUPERFAMILY	SSF54236		20	102	2.05E-22	T	03-12-2019	IPR029071	Ubiquitin-like domain superfamily
TRINITY_DN10263_c0_g1::TRINITY_DN10263_c0_g1_i1::g.5153::m.5153	81c9335a7d8d55378cf50971989ae3ef	120	Pfam	PF00240	Ubiquitin family	23	93	1.4E-18	T	03-12-2019	IPR000626	Ubiquitin domain
TRINITY_DN10263_c0_g1::TRINITY_DN10263_c0_g1_i1::g.5153::m.5153	81c9335a7d8d55378cf50971989ae3ef	120	SMART	SM00213		21	92	4.0E-18	T	03-12-2019	IPR000626	Ubiquitin domain
